PIS1.started,PIS1.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,,date,expName,psychopyVersion,OS,frameRate,PIS2.started,PIS2.stopped,mouse_13.x,mouse_13.y,mouse_13.leftButton,mouse_13.midButton,mouse_13.rightButton,mouse_13.time,PIS3.started,PIS3.stopped,mouse_19.x,mouse_19.y,mouse_19.leftButton,mouse_19.midButton,mouse_19.rightButton,mouse_19.time,Consent.started,Consent.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions_2.started,Instructions_2.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.time,Instruction_Animation.started,Instruction_Animation.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time,Line0.started,Line0.stopped,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,Halo_01.started,Halo_01.stopped,mouse_16.x,mouse_16.y,mouse_16.leftButton,mouse_16.midButton,mouse_16.rightButton,mouse_16.time,Halo_02.started,Halo_02.stopped,mouse_17.x,mouse_17.y,mouse_17.leftButton,mouse_17.midButton,mouse_17.rightButton,mouse_17.time,Halo_03.started,Halo_03.stopped,mouse_18.x,mouse_18.y,mouse_18.leftButton,mouse_18.midButton,mouse_18.rightButton,mouse_18.time,Instructions2.started,Instructions2.stopped,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.time,Rotation.started,Rotation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Line.started,Line.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,Halo_1.started,Halo_1.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Halo_2.started,Halo_2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,Halo_3.started,Halo_3.stopped,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,Pract.thisRepN,Pract.thisTrialN,Pract.thisN,Pract.thisIndex,Pract.ran,v,l,s,q,c,Start.started,Start.stopped,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.time,Mask.started,Mask.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Debrief.started,Debrief.stopped,mouse_14.x,mouse_14.y,mouse_14.leftButton,mouse_14.midButton,mouse_14.rightButton,mouse_14.time
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.015,104.88,[],[],[],[],[],[],107.558,107.828,-0.012222222,0.021111111,1,0,0,0.265,107.829,108.065,-0.012222222,0.021111111,1,0,0,0.232,108.065,108.262,-0.012222222,0.021111111,1,0,0,0.192,108.262,108.446,-0.012222222,0.021111111,1,0,0,0.179,,,,,,99,0,4,3,6,,,,,,,,,105.797,107.557,[],[],[],[],[],[],2,3,15,0,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.448,110.346,[],[],[],[],[],[],114.227,114.646,-0.014444444,0.026666667,1,0,0,0.411,114.646,114.879,-0.014444444,0.025555556,1,0,0,0.227,114.879,115.079,-0.014444444,0.025555556,1,0,0,0.194,115.079,115.298,-0.014444444,0.025555556,1,0,0,0.177,,,,,,99,0,5,3,15,,,,,,,,,111.25,114.227,[],[],[],[],[],[],2,4,16,2,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.301,117.179,[],[],[],[],[],[],119.681,119.978,-0.014444444,0.024444444,1,0,0,0.293,119.978,120.178,-0.014444444,0.024444444,1,0,0,0.194,120.178,120.379,-0.014444444,0.024444444,1,0,0,0.195,120.379,121.131,-0.014444444,0.025555556,1,0,0,0.747,,,,,,99,1,6,3,6,,,,,,,,,117.915,119.68,[],[],[],[],[],[],2,5,17,5,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.133,123.13,[],[],[],[],[],[],125.7,126.03,-0.014444444,0.028888889,1,0,0,0.326,126.03,126.245,-0.014444444,0.028888889,1,0,0,0.21,126.246,126.461,-0.014444444,0.028888889,1,0,0,0.211,126.461,127.08,-0.014444444,0.03,1,0,0,0.613,,,,,,3,0,2,3,6,,,,,,,,,124.03,125.699,[],[],[],[],[],[],3,0,18,1,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.082,128.963,[],[],[],[],[],[],131.83,132.128,-0.015555556,0.033333333,1,0,0,0.293,132.128,132.344,-0.015555556,0.032222222,1,0,0,0.211,132.345,132.577,-0.015555556,0.032222222,1,0,0,0.227,132.577,132.811,-0.015555556,0.032222222,1,0,0,0.229,,,,,,99,0,1,4,6,,,,,,,,,129.981,131.829,[],[],[],[],[],[],3,1,19,3,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.814,134.696,[],[],[],[],[],[],137.399,137.695,-0.018888889,0.037777778,1,0,0,0.29,137.695,137.912,-0.018888889,0.037777778,1,0,0,0.212,137.913,138.144,-0.018888889,0.037777778,1,0,0,0.227,138.144,138.378,-0.018888889,0.037777778,1,0,0,0.228,,,,,,99,0,4,3,6,,,,,,,,,135.63,137.398,[],[],[],[],[],[],3,2,20,0,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.381,140.263,[],[],[],[],[],[],142.994,143.395,-0.018888889,0.034444444,1,0,0,0.394,143.395,143.595,-0.018888889,0.033333333,1,0,0,0.196,143.595,143.828,-0.018888889,0.033333333,1,0,0,0.229,143.83,144.011,-0.018888889,0.033333333,1,0,0,0.178,,,,,,99,0,1,2,6,,,,,,,,,141.232,142.993,[],[],[],[],[],[],3,3,21,4,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.014,145.896,[-0.02],[0.03111111111111111],[1],[0],[0],[1.759999999999991],148.63,149.011,-0.02,0.03,1,0,0,0.376,149.011,149.244,-0.02,0.03,1,0,0,0.228,149.245,149.444,-0.02,0.03,1,0,0,0.195,149.445,149.679,-0.02,0.03,1,0,0,0.23,,,,,,99,1,6,3,6,,,,,,,,,146.83,148.629,[],[],[],[],[],[],3,4,22,5,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.731,151.63,[],[],[],[],[],[],155.394,155.879,-0.021111111,0.026666667,1,0,0,0.481,155.879,156.127,-0.021111111,0.026666667,1,0,0,0.245,156.127,156.36,-0.021111111,0.026666667,1,0,0,0.209,156.361,156.645,-0.021111111,0.026666667,1,0,0,0.278,,,,,,99,0,5,3,15,,,,,,,,,152.513,155.393,[],[],[],[],[],[],3,5,23,2,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.665,158.511,[],[],[],[],[],[],161.33,161.628,-0.021111111,0.022222222,1,0,0,0.293,161.628,161.861,-0.021111111,0.021111111,1,0,0,0.226,161.862,162.113,-0.021111111,0.021111111,1,0,0,0.246,159.179,159.414,-0.021111111,0.024444444,1,0,0,0.231,,,,,,99,0,2,3,1,,,,,,,,,159.415,161.33,[],[],[],[],[],[],,,,,,0,0,0,1,1,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.114,163.979,[-0.021111111111111112],[0.021111111111111112],[1],[0],[0],[0.2569999999999766],166.713,167.311,-0.022222222,0.014444444,1,0,0,0.592,167.311,167.529,-0.022222222,0.014444444,1,0,0,0.213,167.529,167.762,-0.022222222,0.014444444,1,0,0,0.228,164.529,164.777,-0.021111111,0.018888889,1,0,0,0.244,,,,,,99,0,4,3,1,,,,,,,,,164.778,166.713,[],[],[],[],[],[],,,,,,0,1,1,0,1,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.763,169.629,[-0.022222222222222223],[0.014444444444444444],[1],[0],[0],[0.2609999999999957],172.513,172.777,-0.023333333,0.013333333,1,0,0,0.26,172.777,172.995,-0.023333333,0.012222222,1,0,0,0.213,172.995,173.227,-0.023333333,0.012222222,1,0,0,0.228,170.329,170.577,-0.023333333,0.013333333,1,0,0,0.243,,,,,,99,0,4,3,1,,,,,,,,,170.58,172.512,[],[],[],[],[],[],,,,,,1,0,2,0,1,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.23,175.095,[-0.023333333333333334],[0.012222222222222223],[1],[0],[0],[0.25900000000001455],178.813,178.912,-0.023333333,0.013333333,1,0,0,0.094,178.912,179.128,-0.023333333,0.012222222,1,0,0,0.212,179.129,179.343,-0.023333333,0.012222222,1,0,0,0.211,176.612,176.896,-0.023333333,0.012222222,1,0,0,0.279,,,,,,99,0,2,3,1,,,,,,,,,176.897,178.812,[],[],[],[],[],[],,,,,,1,1,3,1,1,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.345,179.577,-0.023333333,0.012222222,1,0,0,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_15h59.47.896,circleBounceNew,2023.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.58,201.53,-0.022222222,0.017777778,1,0,0,21.921
