PIS1.started,PIS1.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,,date,expName,psychopyVersion,OS,frameRate,PIS2.started,PIS2.stopped,mouse_13.x,mouse_13.y,mouse_13.leftButton,mouse_13.midButton,mouse_13.rightButton,mouse_13.time,PIS3.started,PIS3.stopped,mouse_19.x,mouse_19.y,mouse_19.leftButton,mouse_19.midButton,mouse_19.rightButton,mouse_19.time,Consent.started,Consent.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions_2.started,Instructions_2.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.time,Instruction_Animation.started,Instruction_Animation.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time
0.0014,0.568,-0.14199863,-0.31387085,1,0,0,0.5632,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,0.5683,0.8112,-0.141443075,-0.31387085,1,0,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,,,,,,,,,0.8113,1.0172,-0.141443075,-0.31387085,1,0,0,0.2018,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,1.0173,1.7637,y,0.7246,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,1.7638,2.2479,-0.141443075,-0.31387085,1,0,0,0.4787,,,,,,,,
,,,,,,,,,2024-03-13_19h11.56.441,circleBounceNew,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2481,3.7483,[],[],[],[],[],[]
